name,created,source,address,rating,number_of_reviews,location_point,about,tags,main_photo_url,order_page,curated,is_free,price
Tierpark Berlin,2021-10-28 09:55:12,GoogleMaps,"Am Tierpark 125, 10319 Berlin, Germany",4.5,19662,"('SRID=4326;POINT (13.5313559 52.5023038)',)","Zoo with elephants, tigers & monkeys. Huge, tree-studded zoo with a variety of global animals in sprawling enclosures.","Nature, Popular",https://www.tierpark-berlin.de/fileadmin/_processed_/4/d/csm_LAY_TPB_Webseite-Header_Tickets_1920x500_20210928_3befd6bac8.png,,FALSE,TRUE,
Nature Park Schöneberger Südgelände,2021-10-28 09:54:51,GoogleMaps,"Prellerweg 47-49, 12157 Berlin, Germany",4.6,1989,"('SRID=4326;POINT (13.3569087 52.459168399999996)',)","Nature reserve & art in former rail yard. Old rail yard converted into a species-rich nature reserve, with art events in the engine shed.","Nature, Art, Walking & Biking",https://lh5.googleusercontent.com/p/AF1QipMVMZY2F-HgkiQC_3c4ACe8Ff9TAd6D_sHFw12N=w480-h636-k-no,,FALSE,TRUE,
Berlin Zoological Garden,2021-10-28 09:58:21,GoogleMaps,"Hardenbergpl. 8, 10787 Berlin, Germany",4.5,46427,"('SRID=4326;POINT (13.3377547 52.5079196)',)","Huge, leafy zoo with modern aviary. Expansive, established zoo with animals in naturalistic habitats & a modern birdhouse.","Nature, Popular",https://lh5.googleusercontent.com/proxy/66A7JPPG73168C02qHtVvldfOwJZibs3qENbbCdXAApHvi8Ggi56AUI6ydJdsg-YeiauMHjZZtEj8hm6efEDwih_h2CxhQO6RcjiPc-PJwDZbXjr5SHmhnD38TolavbH2OeEuz-adbT4m3W7iOKt77GTChaYVOs=w828-h552-k-no,,FALSE,TRUE,
Pergamonmuseum,2021-10-28 09:52:35,GoogleMaps,"Bodestraße 1-3, 10178 Berlin, Germany",4.5,21141,"('SRID=4326;POINT (13.396899999999999 52.521183)',)","Antiquities & ancient art collections. Museum complex housing ancient Roman & Greek art collections, plus Babylonian & Persian antiquities.","Museums, Popular, Art, Architecture",https://lh5.googleusercontent.com/p/AF1QipMGwdI254dM5AwkscINCR9Xk9kWY-XNhKwN8mE-=w732-h552-k-no,,FALSE,TRUE,
Potsdamer Platz,2021-10-28 09:52:32,GoogleMaps,"10785 Berlin, Germany",4.4,44155,"('SRID=4326;POINT (13.3759441 52.5096488)',)","Square at the heart of city's history. Historic square reborn since fall of Berlin Wall, now a hub of entertainment, restaurants and shops.","Architecture, Popular, Shopping",https://lh5.googleusercontent.com/p/AF1QipMGqjqw1sOrgZmKnL918ShKOfmu8oRHLshe3h2A=w978-h552-k-no,,FALSE,TRUE,
Lichtenberg Park,2021-10-28 09:54:50,GoogleMaps,"Parkaue 30, 10367 Berlin, Germany",4.3,1655,"('SRID=4326;POINT (13.4774823 52.5180562)',)","Leafy urban park dating back to 1910. A restored 13-acre urban park with a playground, ball courts, mini golf, pond & sculptures.","Nature, Urban Parks",https://lh5.googleusercontent.com/p/AF1QipOhksb01oOlPF_zZBFjJ_XeXODRWxWetjrKzOI9=w732-h552-k-no,,FALSE,TRUE,
Rathaus Schöneberg,2021-10-28 09:53:02,GoogleMaps,"Am Rathaus 2, 10825 Berlin, Germany",4.3,351,"('SRID=4326;POINT (13.3441535 52.4847925)',)","Landmark town hall dating from 1914. Early 20th-century city hall, famed site of John F. Kennedy's 1963 speech & a weekend flea market.",Architecture,https://lh5.googleusercontent.com/p/AF1QipME-ZBuCsGfm-LLpUpdLCk6IAFwzf8DC78jbXzU=w978-h552-k-no,,FALSE,TRUE,
Reiterstandbild König Friedrich II von Preußen,2021-10-28 09:52:40,GoogleMaps,"Unter den Linden 9, 10117 Berlin, Germany",4.5,448,"('SRID=4326;POINT (13.3927528 52.5172695)',)",Equestrian statue of Frederick the Great.,Architecture,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Berlin%2C_Mitte%2C_Unter_den_Linden%2C_Reiterstandbild_Friedrich_II.jpg/640px-Berlin%2C_Mitte%2C_Unter_den_Linden%2C_Reiterstandbild_Friedrich_II.jpg?1635839814095,,FALSE,TRUE,
Hasenheide Park,2021-10-28 09:54:49,GoogleMaps,"Columbiadamm 160, 10965 Berlin, Germany",4.2,3788,"('SRID=4326;POINT (13.4167277 52.4842015)',)","Large park with paths & a mini zoo. Spacious city park featuring lawns, shady picnic areas, jogging paths, playgrounds & a small zoo.","Nature, Urban Parks, Walking & Biking",https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Berlin_Tempelhofer_Feld_asv2019-09_img5.jpg/1280px-Berlin_Tempelhofer_Feld_asv2019-09_img5.jpg?1635846289005,,FALSE,TRUE,
Park am Gleisdreieck,2021-10-28 09:54:34,GoogleMaps,"Möckernstraße 26, 10963 Berlin, Germany",4.5,7729,"('SRID=4326;POINT (13.3759081 52.494026899999994)',)",Green space in former wasteland. Community-led public park with rose gardens & trails for skaters & joggers on an old railway site.,"Nature, Urban Parks, Walking & Biking",https://lh5.googleusercontent.com/p/AF1QipM3eEy5Wr_RehmBM-RJVFU_jyG6kwK4NHxMiv-3=w978-h552-k-no,,FALSE,TRUE,
Freizeitpark Marienfelde,2021-10-28 09:58:57,GoogleMaps,"12277 Berlin, Germany",4.5,511,"('SRID=4326;POINT (13.3686715 52.401743599999996)',)","Conservation area with trails & views. Former landfill, now a public green space with a pond, wildlife, guided hikes & skyline views.","Nature, Walking & Biking",https://lh5.googleusercontent.com/p/AF1QipPpVFsSlVHfOBop4dF-CkWc7H7otNftmihqlkf2=w978-h552-k-no,,FALSE,TRUE,
Barnim Nature Park,2021-10-28 09:55:07,GoogleMaps,"Breitscheidstraße 8, 16348 Wandlitz, Germany",4.5,3993,"('SRID=4326;POINT (13.4552652 52.751323)',)","National park covering 750 square km. Expansive nature reserve with large forests, woods, bogs, moon ponds & habitats for wildlife.","Nature, Walking & Biking",https://lh5.googleusercontent.com/p/AF1QipOIi5tKD502-zr7hhKPiBNYzzs4nRTufjCUh0Gy=w978-h552-k-no,,FALSE,TRUE,
Sacred Heart Church,2021-10-28 09:53:02,GoogleMaps,"Fehrbelliner Str. 99, 10119 Berlin, Germany",4.5,105,"('SRID=4326;POINT (13.4097394 52.5308576)',)",Historic Catholic church.,"Architecture, Religion",https://lh5.googleusercontent.com/p/AF1QipONmvS1sePftPdlh8lnnIX3i5CUfwhAeiRQnfHP=w828-h552-k-no,,FALSE,TRUE,
Kvartira 62,2021-10-28 09:50:46,GoogleMaps,"Lübbener Str. 18, 10997 Berlin, Germany",4.5,270,"('SRID=4326;POINT (13.437552 52.499808599999994)',)",Gastropub.,Nightlife,https://lh5.googleusercontent.com/p/AF1QipMiR_qN-OCQu0gkHKozIgKrNH-iQtgdhQh0BTk8=w732-h552-k-no,,FALSE,TRUE,
Sanssouci Park,2021-10-28 10:00:34,GoogleMaps,"Zur Historischen Mühle 1, 14469 Potsdam, Germany",4.7,25835,"('SRID=4326;POINT (13.029865099999999 52.403253)',)","Landscaped gardens around summer palace. Naturalistic areas & formally laid-out gardens planted with flowers, trees & notable buildings.","Nature, Urban Parks, Architecture, Popular",https://lh5.googleusercontent.com/p/AF1QipMDr1SLHWFlitsYHIBOiZ7rVTTr6FHIjAqDF2an=w978-h552-k-no,,FALSE,TRUE,
Scharf-Gerstenberg Collection,2021-10-28 09:53:02,GoogleMaps,"Schloßstraße 70, 14059 Berlin, Germany",4.3,329,"('SRID=4326;POINT (13.2966727 52.519202199999995)',)",Museum featuring surrealist artwork. Gallery showcasing paintings & sculptures created by well-known artists of the Surrealism movement.,"Museums, Art",https://lh5.googleusercontent.com/p/AF1QipNDlZOB36lQ9lbZavdr6zZacdcdf8qq6yJu1-UZ=w828-h552-k-no,,FALSE,TRUE,
Prinzipal Kreuzberg,2021-10-28 09:50:58,GoogleMaps,"Oranienstraße 178, 10999 Berlin, Germany",4,294,"('SRID=4326;POINT (13.4197068 52.5010261)',)",Burlesque bar.,Nightlife,https://awesomeberlin.net/wp-content/uploads/2015/03/prin.jpg,,FALSE,TRUE,
Schwerbelastungskörper - Heavy Load-Bearing Body,2021-10-28 09:52:58,GoogleMaps,"General-Pape-Straße 34A, 12101 Berlin, Germany",4.4,269,"('SRID=4326;POINT (13.3716054 52.484039499999994)',)","Concrete cylinder built by Hitler's chief architect Albert Speer to determine the feasibility of constructing large buildings on the area's marshy, sandy ground. Erected between 1941 and 1942 it was meant to test the ground for a massive triumphal arch on a nearby plot.","Architecture, Museums",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Berlin_belastungskoerper.jpg/800px-Berlin_belastungskoerper.jpg,,FALSE,TRUE,
Soviet War Memorial Tiergarten,2021-10-28 09:50:12,GoogleMaps,"Str. des 17. Juni 4, 10557 Berlin, Germany",4.5,3934,"('SRID=4326;POINT (13.3719287 52.5166259)',)",Soviet war memorial with artillery. Soviet memorial with tanks & howitzers commemorating soldiers killed in the Battle of Berlin.,"Historic Sites, Architecture",https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Berl%C3%ADn%2C_Tiergarten%2C_sov%C4%9Btsk%C3%BD_pam%C3%A1tn%C3%ADk.jpg/1280px-Berl%C3%ADn%2C_Tiergarten%2C_sov%C4%9Btsk%C3%BD_pam%C3%A1tn%C3%ADk.jpg,,FALSE,TRUE,
BAR SAINT JEAN,2021-10-28 09:50:45,GoogleMaps,"Ziegelstraße 29, 10117 Berlin, Germany",4.3,336,"('SRID=4326;POINT (13.3906125 52.523640699999994)',)","Trendy, low-lit setting for aperitifs. Moody, minimalist environment with inventive decor & outdoor tables, making aperitifs & snacks.",Nightlife,https://lh3.googleusercontent.com/p/AF1QipMlwkXXQBAJn_2VN5oZzD5Qh2uVBXWgbJyLm14j=w1080-h608-p-no-v0,,FALSE,TRUE,
BESTE Bar,2021-10-28 09:51:00,GoogleMaps,"Willdenowstraße 12A, 13353 Berlin, Germany",4.4,345,"('SRID=4326;POINT (13.360615 52.543875799999995)',)","Homey space for beers & board games. Convivial, homelike bar with sofas, a foosball table & board games, serving beer & cocktails.",Nightlife,https://lh5.googleusercontent.com/p/AF1QipOj5iBXukTsBEs1deb8R_cj3m5WwsGelxf5-6-P=w480-h576-k-no,,FALSE,TRUE,
ZAZA Diner & Drinks,2021-10-28 09:50:52,GoogleMaps,"Kastanienallee 12, 10435 Berlin, Germany",4.4,378,"('SRID=4326;POINT (13.410032099999999 52.5391281)',)","Hip hangout for cocktails & sushi. Sleek bar with an extensive menu of cocktails, plus Asian nibbles like sushi & dim sum.",Nightlife,https://lh5.googleusercontent.com/p/AF1QipOxabrIve0wrI39A2ck7kWUqsP9RC7IR82hgeUQ=w978-h552-k-no,,FALSE,TRUE,
UNION JACK The Whisky Pub,2021-10-28 09:51:00,GoogleMaps,"Schlüterstraße 15, 10625 Berlin, Germany",4.7,380,"('SRID=4326;POINT (13.317496499999999 52.5080558)',)",Scottish whisky pub.,Nightlife,https://lh5.googleusercontent.com/p/AF1QipNu_z4PPPO_WsZuyHom2mxw0J9rAVq0ahWVR3jx=w984-h552-k-no,,FALSE,TRUE,
Kulturfabrik Moabit,2021-10-28 10:00:10,GoogleMaps,"Lehrter Str. 35, 10557 Berlin, Germany",4.4,407,"('SRID=4326;POINT (13.3592104 52.5342665)',)",Cultural and theater center.,"Nightlife, Culture",https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Kulturfabrik_Moabit_April_2008.jpg/640px-Kulturfabrik_Moabit_April_2008.jpg?1635856981923,,FALSE,TRUE,
Spandau Citadel,2021-10-28 09:51:45,GoogleMaps,"Am Juliusturm 64, 13599 Berlin, Germany",4.5,6686,"('SRID=4326;POINT (13.2126437 52.5407978)',)","Historic fortification & regional museum. Citadel with a turbulent history, featuring Berlin's oldest structures & a local history museum.","Architecture, Historic Sites",https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Zitadelle_B-Spandau_07-2017_img2.jpg/800px-Zitadelle_B-Spandau_07-2017_img2.jpg?1635773204274,,FALSE,TRUE,
St. Hedwig's Cathedral,2021-10-28 09:56:21,GoogleMaps,"Bebelplatz, 10117 Berlin, Germany",4.3,603,"('SRID=4326;POINT (13.3948097 52.5157702)',)","Domed, Neoclassical place of worship. Airy, Neoclassical Roman Catholic place of worship, consecrated in 1773, with a vast cupola.","Architecture, Religion",https://lh5.googleusercontent.com/p/AF1QipM3ttvITC5hh8oRzdref_IHW7_I-_QnjB5MJ0pg=w732-h552-k-no,,FALSE,TRUE,
://about blank,2021-10-28 09:51:21,GoogleMaps,"Markgrafendamm 24c, 10245 Berlin, Germany",4,637,"('SRID=4326;POINT (13.4662861 52.5023663)',)","Formerly illegal, multi-room club.",Nightlife,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/2020-03-25_-_About_Blank.jpg/1280px-2020-03-25_-_About_Blank.jpg?1635867711857,,FALSE,TRUE,
St. Mary's Church,2021-10-28 09:52:40,GoogleMaps,"Karl-Liebknecht-Str. 8, 10178 Berlin, Germany",4.5,2783,"('SRID=4326;POINT (13.407122099999999 52.5206108)',)","Striking Gothic-style place of worship. Redbrick Gothic church for Protestant services, home to the Dance of Death fresco painted in 1485.","Architecture, Religion, Art, Historic Sites",https://lh5.googleusercontent.com/p/AF1QipN_gYE3t_61lyvUdqEwbmndGFRtbPSbTrKBZZAQ=w732-h552-k-no,,FALSE,TRUE,
St. Michael's Church,2021-10-28 10:00:06,GoogleMaps,"Michaelkirchpl. 15, 10179 Berlin, Germany",4.3,189,"('SRID=4326;POINT (13.419454799999999 52.507375599999996)',)",Historic Catholic church.,"Architecture, Religion",https://lh5.googleusercontent.com/p/AF1QipNDM-WPDgsoIhfjoxtujtJB-92LJxiR4Cf9Oc1M=w822-h552-k-no,,FALSE,TRUE,
St. Nicholas' Church Museum,2021-10-28 09:52:35,GoogleMaps,"Nikolaikirchplatz, 10178 Berlin, Germany",4.4,3374,"('SRID=4326;POINT (13.407483 52.516834599999996)',)","Rebuilt church with museum & concerts. 13th-century church, ruined by WWII bombs, rebuilt as a venue for events, concerts & organ recitals.","Architecture, Religion, Historic Sites, Hidden Gems, Culture",https://lh5.googleusercontent.com/p/AF1QipMDrCpT_E3EvC_SwAdXh9Qxv3veTUYbv1wVwPA0=w732-h552-k-no,,FALSE,TRUE,
Tchoban Foundation,2021-10-28 09:52:32,GoogleMaps,"Christinenstraße 18a, 10119 Berlin, Germany",4.4,99,"('SRID=4326;POINT (13.4100018 52.5321182)',)",Museum of architectural drawing.,"Architecture, Museums",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Museum_f%C3%BCr_Architekturzeichnung%2C_Berlin%2C_150516%2C_ako.jpg/640px-Museum_f%C3%BCr_Architekturzeichnung%2C_Berlin%2C_150516%2C_ako.jpg?1635777936447,,FALSE,TRUE,
b flat Acoustic Music & Jazz Club,2021-10-28 09:51:15,GoogleMaps,"Dircksenstraße 40, 10178 Berlin, Germany",4.6,791,"('SRID=4326;POINT (13.4069351 52.5236259)',)","Moody venue for live music & drinks. Modern & classic jazz, plus soul, in a dimly lit, brick-walled space with cocktails & a happy hour.",Nightlife,https://lh5.googleusercontent.com/p/AF1QipM1j_vpnfa9z7RPkfAXVTBUFb2e9Lynp-cUsHL5=w828-h552-k-no,,FALSE,TRUE,
The Feuerle Collection,2021-10-28 09:52:35,GoogleMaps,"Hallesches Ufer 70, 10963 Berlin, Germany",4.4,172,"('SRID=4326;POINT (13.378247 52.500600999999996)',)",Curated collection of antiquities.,Museums,https://thespaces.com/wp-content/uploads/2016/10/Feuerle-Collection-Berlin-9.jpg,,FALSE,TRUE,
Berlin Icebar,2021-10-28 09:50:52,GoogleMaps,"Spandauer Str. 2, 10178 Berlin, Germany",4.4,958,"('SRID=4326;POINT (13.404194599999999 52.5210277)',)","Bar hewn from ice & kept at -10°C. Bar featuring seating, sculptures & glasses made from ice as well as a selection of mixed drinks.",Nightlife,https://lh5.googleusercontent.com/p/AF1QipOtYZJF1QDXrU4SkHvVWyA2W-al6dtQ5asgTjSg=w732-h552-k-no,,FALSE,TRUE,
Club der Visionäre,2021-10-28 09:51:40,GoogleMaps,"Am Flutgraben, 12435 Berlin, Germany",3.9,1025,"('SRID=4326;POINT (13.4504597 52.4967903)',)","Riverside bar with music & a sun terrace. Riverside bar with a wooden sun terrace & electronic music, known for Sunday afternoon parties.",Nightlife,https://lh5.googleusercontent.com/p/AF1QipOnuJsKiabLxilNfgj5qAs1EJZFhXv-lCuYT0Wi=w732-h552-k-no,,FALSE,TRUE,
YAAM,2021-10-28 09:51:28,GoogleMaps,"An d. Schillingbrücke 3, 10243 Berlin, Germany",4.3,1220,"('SRID=4326;POINT (13.430541199999999 52.5092601)',)","Cool beach club with live music & sports. Riverside beach club with basketball & volleyball courts, a bar plus live concerts & music from DJs.",Nightlife,https://lh5.googleusercontent.com/p/AF1QipMWO5oFNGdlz3Yk4J8f3NTNXtwenyZ3t6CJJwOs=w732-h552-k-no,,FALSE,TRUE,
An einem Sonntag im August,2021-10-28 09:50:54,GoogleMaps,"Kastanienallee 103, 10435 Berlin, Germany",4,1325,"('SRID=4326;POINT (13.4115024 52.539963099999994)',)","Cafe-bar with sofas & music evenings. Laid-back cafe with sofas, low tables & a mirrored bar, hosting live music events & music by DJs.",Nightlife,"https://static.wixstatic.com/media/15ec8d_52b7c8d000234db3b66977b8d5365433~mv2.jpg/v1/fill/w_820,h_471,al_c,q_85,usm_0.66_1.00_0.01/15ec8d_52b7c8d000234db3b66977b8d5365433~mv2.webp",,FALSE,TRUE,
Treptower Park,2021-10-28 09:54:34,GoogleMaps,"12435 Berlin, Germany",4.6,16690,"('SRID=4326;POINT (13.4697445 52.488459899999995)',)","Large riverside park with observatory. Partly-forested riverfront park with promenade, pedalos, a Soviet War Memorial & an observatory.","Nature, Popular, Architecture, Historic Sites, Urban Parks, Walking & Biking",https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Treptower_Park_%287658630072%29.jpg/1920px-Treptower_Park_%287658630072%29.jpg,,FALSE,TRUE,
Newton Bar,2021-10-28 09:50:46,GoogleMaps,"Charlottenstraße 57, 10117 Berlin, Germany",3.9,1359,"('SRID=4326;POINT (13.3911015 52.5129473)',)","Chic bar with wall photos & armchairs. Stylish, high-ceilinged bar with red leather armchairs & a wall-sized Helmut Newton photograph.",Nightlife,https://lh5.googleusercontent.com/p/AF1QipP5luBpJMs48ebNGUhKQGbjf6XAipxfxPkiPNm8=w732-h552-k-no,,FALSE,TRUE,
Victory Column,2021-10-28 09:52:35,GoogleMaps,"Großer Stern, 10557 Berlin, Germany",4.6,17571,"('SRID=4326;POINT (13.3501189 52.5145434)',)","City-wide views from landmark column. 67m-high gilded column commemorating victory in the Prussian-Danish war, with a deck for city views.","Architecture, Popular, Historic Sites",https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Berliner_Siegess%C3%A4ule_2012-04.jpg/320px-Berliner_Siegess%C3%A4ule_2012-04.jpg?1635927854360,,FALSE,TRUE,
Volkspark Friedrichshain,2021-10-28 09:54:28,GoogleMaps,"10249 Berlin, Germany",4.5,11372,"('SRID=4326;POINT (13.4363934 52.5280353)',)","Tree-shaded park, the city's oldest. Landscaped green space with ponds, a winter toboggan run, 50m swimming pool & sports facilities.","Nature, Urban Parks, Walking & Biking, Architecture",https://lh5.googleusercontent.com/p/AF1QipMxpRE6gaAbSXqnHGgGE3Vx17HALHjgMewY0D3D=w732-h552-k-no,,FALSE,TRUE,
Zig Zag Jazz Club Berlin,2021-10-28 09:51:40,GoogleMaps,"Hauptstraße 89, 12159 Berlin, Germany",4.7,1679,"('SRID=4326;POINT (13.3399194 52.4750583)',)","Live music & tapas in a swanky setting. Blues, soul & jazz performances staged in a classy, laid-back lounge serving cocktails & bar bites.",Nightlife,https://lh5.googleusercontent.com/p/AF1QipMtTnoLUYcJnQUaKchC5dravBwJbP9Zjch435J8=w732-h552-k-no,,FALSE,TRUE,
Wasserturm Prenzlauer Berg,2021-10-28 09:55:26,GoogleMaps,"Knaackstraße 23, 10405 Berlin, Germany",4.4,422,"('SRID=4326;POINT (13.4186129 52.534193699999996)',)","Stone water tower with apartments below. Imposing 19th-century water tower with apartments, once used as a concentration camp.","Architecture, Historic Sites, Urban Parks",https://lh5.googleusercontent.com/p/AF1QipOFj_B5qFcm4xl0lGcFkHlNc-2hBLYGiuf5a-A=w552-h552-k-no,,FALSE,TRUE,
Topography of Terror,2021-10-28 09:52:32,GoogleMaps,"Niederkirchnerstraße 8, 10963 Berlin, Germany",4.5,26293,"('SRID=4326;POINT (13.383702399999999 52.506683599999995)',)","Center documenting Nazi atrocities. Modern center on the site of the former Gestapo headquarters, documenting the horrors of Nazism.","Museums, Historic Sites, Popular",https://lh6.googleusercontent.com/proxy/bK0_17W-msak4fitJlgLfruZZHaQeE_ODbH458IP-Tw5OqBSUGBTm6BnoPjqBfXOy9yAsr1ktc06l3lplz4eOAflDL8t3VZ9TrwHGb9m1uiRhroOn4ULHQyrsGpGOdDSKP7Os-7nRC6jg8hVmVmtu7xjxXjEgA=w203-h135-k-no,,FALSE,TRUE,
Cassiopeia,2021-10-28 09:51:41,GoogleMaps,"Revaler Str. 99, 10245 Berlin, Germany",4.2,1846,"('SRID=4326;POINT (13.4547738 52.5072762)',)",Nightclub with a garden & live gigs. Nightclub with a subculture edge & live music program in a former industrial hall with a courtyard.,Nightlife,https://lh5.googleusercontent.com/p/AF1QipPyWanC_JCDjHB4Z87xUOzJ9BeOkqXe4YdWJbLX=w978-h552-k-no,,FALSE,TRUE,
Monster Ronson's Ichiban Karaoke,2021-10-28 09:51:28,GoogleMaps,"Warschauer Str. 34, 10243 Berlin, Germany",4.4,1853,"('SRID=4326;POINT (13.448428 52.5051724)',)","Colorful karaoke bar with drag queens. Party venue hung with mirror balls, offering lip-sync karaoke, private singing booths & drag shows.",Nightlife,https://assets.website-files.com/604ab02135abf51a5fa197d1/615ab0a5fe6ca6649120fe74_october_calander_opening-p-1080.jpeg,,FALSE,TRUE,
Sisyphos Nightclub,2021-10-28 09:54:19,GoogleMaps,"Hauptstraße 15, 10317 Berlin, Germany",4.3,3781,"('SRID=4326;POINT (13.491244499999999 52.492959199999994)',)",Multi-floor nightclub with outdoor area. Large club and events venue with festival vibe housed in a former factory with large open-air area.,Nightlife,https://lh5.googleusercontent.com/p/AF1QipPtarjBpOPwlpVHARjSMA2IKOoEPXLb97h04pFG=w480-h636-k-no,,FALSE,TRUE,
Clärchens Ballroom,2021-10-28 09:51:26,GoogleMaps,"Auguststraße 24/25, 10117 Berlin, Germany",4.2,3936,"('SRID=4326;POINT (13.3968996 52.526701599999996)',)","Mirrored venue for dance & live music. Dance & live music venue with a vintage mirrored hall, Italian & German cuisine plus dance classes.",Nightlife,https://lh5.googleusercontent.com/p/AF1QipPL1a29Z0K0A0ziPfgIxeDGUkhQVZrbcWT16vYL=w732-h552-k-no,,FALSE,TRUE,
Schleusenkrug,2021-10-28 09:51:40,GoogleMaps,"Müller-Breslau-Straße 14b, 10623 Berlin, Germany",4.3,4067,"('SRID=4326;POINT (13.3360089 52.5112831)',)","Laid-back beer garden with regional fare. Schnitzel, bratwurst & other local favorites served in a relaxed beer garden that has an awning.",Nightlife,https://fastly.4sqi.net/img/general/width960/261004_r3Bs0-1rW6dUuWH9IYtwh6lauWKj6qMutfz0lJP5eRQ.jpg,,FALSE,TRUE,
Kulturbrauerei,2021-10-28 09:59:28,GoogleMaps,"Schönhauser Allee 36, 10435 Berlin, Germany",4.4,5520,"('SRID=4326;POINT (13.4127133 52.5382032)',)","Old brewery with cinema, theater & clubs. History brewery now an arts & entertainment complex with rock concerts, shows & open-air events.","Architecture, Nightlife",https://lh5.googleusercontent.com/p/AF1QipPSTOcVsNJXmYdw9HOeL0F_6wW6EeyOHZ1Jrbtb=w978-h552-k-no,,FALSE,TRUE,
Friedrichstadt-Palast,2021-10-28 09:51:41,GoogleMaps,"Friedrichstraße 107, 10117 Berlin, Germany",4.7,11519,"('SRID=4326;POINT (13.388821 52.52393)',)","Performance venue known for revues. Historic theater featuring revue shows & other performances, plus a basement comedy club.","Nightlife, Popular, Art, Architecture",https://lh5.googleusercontent.com/p/AF1QipOUEeXSMIIbY2RWDHer4r8ocq8rzWD6Ywl6rhoT=w732-h552-k-no,,FALSE,TRUE,
Jagannatha Temple ISKCON Berlin e.V.,2021-10-28 09:58:25,GoogleMaps,"Berliner Allee 209, 13088 Berlin, Germany",4.8,68,"('SRID=4326;POINT (13.4665492 52.556907599999995)',)",Hindu temple.,Religion,https://lh5.googleusercontent.com/p/AF1QipOA5qrBcynS36ZKBsqjcB9GFaxr86mNtJbelzbP=w480-h636-k-no,,FALSE,TRUE,
KICKZ Torstrasse - Premium Store,2021-10-28 09:49:45,GoogleMaps,"Torstraße 86, 10119 Berlin, Germany",4.1,107,"('SRID=4326;POINT (13.4060186 52.529189599999995)',)",,Shopping,https://lh5.googleusercontent.com/p/AF1QipNC2sPZNuFYL2QX2McA4HIQvwMSGDsVOZm3R21d=w480-h636-k-no,,FALSE,TRUE,
Gesundbrunnen-Center Berlin,2021-10-28 09:49:14,GoogleMaps,"Badstraße 4, 13357 Berlin, Germany",4,12721,"('SRID=4326;POINT (13.3876136 52.5497759)',)","Sizable indoor mall at a train station. Grand indoor shopping center at a train station with 100+ store, restaurants & free parking.",Shopping,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Gesundbrunnenpanorama.jpg/1280px-Gesundbrunnenpanorama.jpg?1635423897128,,FALSE,TRUE,
Zweimalschön Charity Shop,2021-10-28 09:49:56,GoogleMaps,"Danziger Str. 22, 10435 Berlin, Germany",4.5,96,"('SRID=4326;POINT (13.4165104 52.540143099999995)',)",Unique local thrift shop.,Shopping,https://lh5.googleusercontent.com/p/AF1QipM3pNRrGqSBhfCdOnc7SdTVeIEkah3GblIKtkQL=w828-h552-k-no,,FALSE,TRUE,
Schönhauser Allee Arcaden,2021-10-28 09:49:11,GoogleMaps,"Schönhauser Allee 80, 10439 Berlin, Germany",4,7498,"('SRID=4326;POINT (13.415211699999999 52.5497131)',)","Airy shopping arcade with a library. Bright & modern shopping center housing retail chains, grocery stores & a public library branch.",Shopping,https://upload.wikimedia.org/wikipedia/commons/8/8e/Mk_Berlin_Sch%C3%B6nhauser-Allee-Arcaden.jpg?1635422796632,,FALSE,TRUE,
AMPELMANN Flagship Store,2021-10-28 09:49:08,GoogleMaps,"Unter den Linden 35, 10117 Berlin, Germany",4.4,2762,"('SRID=4326;POINT (13.388584799999999 52.5166037)',)",AMPELMANN is Berlin’s iconic brand featuring the Eastern “Ampelmännchen” (the two traffic light men).,Shopping,https://lh5.googleusercontent.com/p/AF1QipNhQTkD_KwPVOL6GApBq5_3VnJT246M2tUWF9Sz=w828-h552-k-no,,FALSE,TRUE,
Potsdamer Platz Arkaden,2021-10-28 09:48:56,GoogleMaps,"Alte Potsdamer Str. 7, 10785 Berlin, Germany",4.1,15212,"('SRID=4326;POINT (13.3741512 52.5074806)',)","Bright shopping centre with a food court. Mall featuring 130 stores under a glass roof, plus a cinema & a food court in the basement.",Shopping,https://lh5.googleusercontent.com/p/AF1QipP48sspxxZ4-cftIp7yggo7tDJQr8GyFYJL7Tjz=w978-h552-k-no,,FALSE,TRUE,
Schultheiss Quartier,2021-10-28 09:49:13,GoogleMaps,"Turmstraße 25, 10559 Berlin, Germany",4,2971,"('SRID=4326;POINT (13.3438874 52.5274517)',)","Mall with a food court & grocery store. Modern mall with fashion outlets, including international brands, a food court & supermarket.",Shopping,https://www.schultheissquartier.de/fileadmin/files/startseite_slideshow/aussen_luftaufnahme.jpg,,FALSE,TRUE,
